Element,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Isotopes,27Al,46Ti,48Ti,56Fe,89Y,90Zr,139La,140Ce,165Ho,177Hf+178Hf+179Hf+180Hf,206Pb+207Pb+208Pb,232Th,238U
Sensitivity (TofCts/g),8.93E+15,3.99E+15,5.39E+16,1.17E+17,3.01E+17,1.70E+17,5.47E+17,5.35E+17,2.76E+17,2.67E+17,3.00E+17,2.55E+17,2.83E+17
MedianSignal (TofCts),NaN,1.41E+01,NaN,3.60E+01,NaN,7.99E+01,NaN,NaN,NaN,7.78E+00,NaN,NaN,NaN
Avg Lc (TofCts),8.02,11.97,7.29,18.43,6.2,4.5,5.57,5.52,5.3,3.97,5.46,4.46,4.66
Avg Bkgd (TofCts),0.09,0.963,0.034,4.331,0.04,0.09,0.008,0.006,0.01,0.027,0.026,0,0.003
DynamicAlpha,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,3.20E-05,1.00E-07,1.00E-07,1.00E-07,1.00E-05,1.00E-07,1.00E-07,1.00E-07
Filename,00h03m02s_Zr_ENG 75Kx.h5,,,,,,,,,,,,
spTime (s),120.226,,,,,,,,,,,,
qPlasma (mL/s),0.000063,,,,,,,,,,,,
,,,,,,,,,,,,,
Particle Signals (TofCts),,,,,,,,,,,,,
Comp,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Zr+Hf,0,0,0,0,0,287.906,0,0,0,9.065,0,0,0
Zr,0,0,0,0,0,6.285,0,0,0,0,0,0,0
Zr,0,0,0,0,0,19.246,0,0,0,0,0,0,0
Zr,0,0,0,0,0,45.791,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,538.332,0,0,0,16.33,0,0,0
Zr,0,0,0,0,0,18.742,0,0,0,0,0,0,0
Zr,0,0,0,0,0,89.414,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.744,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,296.826,0,0,0,6.762,0,0,0
Zr,0,0,0,0,0,36.702,0,0,0,0,0,0,0
Zr,0,0,0,0,0,13.608,0,0,0,0,0,0,0
Zr,0,0,0,0,0,149.628,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.101,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,221.046,0,0,0,6.263,0,0,0
Zr,0,0,0,0,0,34.46,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,249.023,0,0,0,13.469,0,0,0
Zr,0,0,0,0,0,129.05,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.325,0,0,0,0,0,0,0
Zr,0,0,0,0,0,118.538,0,0,0,0,0,0,0
Zr,0,0,0,0,0,60.119,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.538,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,184.407,0,0,0,5.595,0,0,0
Zr,0,0,0,0,0,11.564,0,0,0,0,0,0,0
Zr,0,0,0,0,0,40.845,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.069,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,583.292,0,0,0,24.719,0,0,0
Zr,0,0,0,0,0,8.522,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,330.336,0,0,0,15.172,0,0,0
Zr+Hf,0,0,0,0,0,269.85,0,0,0,10.66,0,0,0
Zr,0,0,0,0,0,15.798,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.307,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.303,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,32.956,0,0,0,5.676,0,0,0
Zr+Hf,0,0,0,0,0,668.974,0,0,0,25.761,0,0,0
Zr,0,0,0,0,0,37.763,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,45.608,0,0,0,5.322,0,0,0
Zr,0,0,0,0,0,59.486,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,77.191,0,0,0,4.283,0,0,0
Zr+Hf,0,0,0,0,0,50.873,0,0,0,4.189,0,0,0
Zr,0,0,0,0,0,134.315,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,169.194,0,0,0,6.25,0,0,0
Zr+Hf,0,0,0,0,0,246.076,0,0,0,6.43,0,0,0
Zr+Hf,0,0,0,0,0,170.255,0,0,0,14.194,0,0,0
Zr+Hf,0,0,0,0,0,126.188,0,0,0,4.513,0,0,0
Zr,0,0,0,0,0,13.541,0,0,0,0,0,0,0
Zr,0,0,0,0,0,19.169,0,0,0,0,0,0,0
Zr,0,0,0,0,0,57.404,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,197.569,0,0,0,5.088,0,0,0
Zr+Hf,0,0,0,0,0,113.377,0,0,0,5.676,0,0,0
Zr+Hf,0,0,0,0,0,212.603,0,0,0,9.433,0,0,0
Zr,0,0,0,0,0,24.112,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,461.666,0,0,0,10.033,0,0,0
Zr,0,0,0,0,0,70.899,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,76.346,0,0,0,4.581,0,0,0
Zr,0,0,0,0,0,69.187,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,177.897,0,0,0,4.447,0,0,0
Zr,0,0,0,0,0,62.117,0,0,0,0,0,0,0
Zr,0,0,0,0,0,68.62,0,0,0,0,0,0,0
Zr,0,0,0,0,0,39.537,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,291.598,0,0,0,10.753,0,0,0
Zr,0,0,0,0,0,89.801,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.416,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.05,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.947,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.05,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,851.128,0,0,0,29.401,0,0,0
Zr,0,0,0,0,0,121.455,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,225.753,0,0,0,3.971,0,0,0
Zr+Hf,0,0,0,0,0,91.588,0,0,0,3.89,0,0,0
Zr,0,0,0,0,0,17.978,0,0,0,0,0,0,0
Zr,0,0,0,0,0,20.085,0,0,0,0,0,0,0
Zr,0,0,0,0,0,56.771,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.551,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,174.173,0,0,0,8.872,0,0,0
Zr+Hf,0,0,0,0,0,353.569,0,0,0,12.824,0,0,0
Zr,0,0,0,0,0,21.05,0,0,0,0,0,0,0
Zr,0,0,0,0,0,11.733,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,214.33,0,0,0,6.986,0,0,0
Zr,0,0,0,0,0,9.877,0,0,0,0,0,0,0
Zr,0,0,0,0,0,69.13,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,124.149,0,0,0,5.574,0,0,0
Zr,0,0,0,0,0,44.045,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.259,0,0,0,0,0,0,0
Zr,0,0,0,0,0,46.457,0,0,0,0,0,0,0
Zr,0,0,0,0,0,128.666,0,0,0,0,0,0,0
Zr,0,0,0,0,0,139.798,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,272.643,0,0,0,5.761,0,0,0
Zr,0,0,0,0,0,190.572,0,0,0,0,0,0,0
Zr,0,0,0,0,0,13.688,0,0,0,0,0,0,0
Zr,0,0,0,0,0,13.9,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,87.489,0,0,0,4.067,0,0,0
Zr,0,0,0,0,0,134.828,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.976,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,698.702,0,0,0,23.175,0,0,0
Zr+Hf,0,0,0,0,0,978.106,0,0,0,28.546,0,0,0
Zr+Hf,0,0,0,0,0,316.092,0,0,0,8.727,0,0,0
Zr,0,0,0,0,0,52.358,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.574,0,0,0,0,0,0,0
Zr,0,0,0,0,0,39.358,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,297.509,0,0,0,15.241,0,0,0
Zr,0,0,0,0,0,109.977,0,0,0,0,0,0,0
Zr,0,0,0,0,0,58.789,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.25,0,0,0,0,0,0,0
Zr,0,0,0,0,0,137.558,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,103.583,0,0,0,6.302,0,0,0
Zr+Hf,0,0,0,0,0,380.509,0,0,0,21.897,0,0,0
Zr,0,0,0,0,0,29.913,0,0,0,0,0,0,0
Zr,0,0,0,0,0,64.04,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.456,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.434,0,0,0,0,0,0,0
Zr,0,0,0,0,0,82.293,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.825,0,0,0,0,0,0,0
Zr,0,0,0,0,0,87.988,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.783,0,0,0,0,0,0,0
Zr,0,0,0,0,0,221.448,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.733,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.096,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,125.686,0,0,0,10.397,0,0,0
Zr+Hf,0,0,0,0,0,780.041,0,0,0,32.096,0,0,0
Zr,0,0,0,0,0,85.655,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,250.422,0,0,0,10.939,0,0,0
Zr+Hf,0,0,0,0,0,241.038,0,0,0,13.342,0,0,0
Zr+Hf,0,0,0,0,0,348.675,0,0,0,9.948,0,0,0
Zr,0,0,0,0,0,16.112,0,0,0,0,0,0,0
Zr,0,0,0,0,0,192.585,0,0,0,0,0,0,0
Zr,0,0,0,0,0,79.23,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,423.45,0,0,0,18.237,0,0,0
Zr+Hf,0,0,0,0,0,106.782,0,0,0,6.252,0,0,0
46Ti,0,12.902,0,0,0,0,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,105.665,0,0,0,4.445,0,0,0
Zr,0,0,0,0,0,140.509,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,231.789,0,0,0,10.382,0,0,0
Zr,0,0,0,0,0,25.887,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,138.833,0,0,0,7.597,0,0,0
Zr,0,0,0,0,0,46.396,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.904,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,156.302,0,0,0,6.482,0,0,0
Zr,0,0,0,0,0,38.374,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.021,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,238.53,0,0,0,8.607,0,0,0
Zr,0,0,0,0,0,11.453,0,0,0,0,0,0,0
Zr,0,0,0,0,0,20.668,0,0,0,0,0,0,0
Zr,0,0,0,0,0,43.354,0,0,0,0,0,0,0
Zr,0,0,0,0,0,34.246,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,170.576,0,0,0,4.179,0,0,0
Zr,0,0,0,0,0,94.057,0,0,0,0,0,0,0
Fe,0,0,0,35.974,0,0,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,782.88,0,0,0,19.485,0,0,0
Zr,0,0,0,0,0,140.79,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,137.268,0,0,0,6.729,0,0,0
Zr,0,0,0,0,0,20.341,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,164.385,0,0,0,4.508,0,0,0
Zr+Hf,0,0,0,0,0,165.741,0,0,0,7.993,0,0,0
Zr,0,0,0,0,0,116.151,0,0,0,0,0,0,0
Zr,0,0,0,0,0,152.15,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,67.402,0,0,0,5.189,0,0,0
Zr,0,0,0,0,0,68.785,0,0,0,0,0,0,0
Zr,0,0,0,0,0,71.448,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.058,0,0,0,0,0,0,0
Zr,0,0,0,0,0,76.578,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,240.545,0,0,0,6.823,0,0,0
Zr,0,0,0,0,0,7.041,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,697.234,0,0,0,19.492,0,0,0
Zr,0,0,0,0,0,183.341,0,0,0,0,0,0,0
Zr,0,0,0,0,0,88.516,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,268.023,0,0,0,10.637,0,0,0
Zr+Hf,0,0,0,0,0,104.129,0,0,0,3.961,0,0,0
Zr,0,0,0,0,0,77.191,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.079,0,0,0,0,0,0,0
Zr,0,0,0,0,0,95.69,0,0,0,0,0,0,0
Zr,0,0,0,0,0,58.027,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,740.981,0,0,0,28.242,0,0,0
Zr,0,0,0,0,0,24.786,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,527.66,0,0,0,15.206,0,0,0
Zr+Hf,0,0,0,0,0,217.636,0,0,0,5.513,0,0,0
Zr+Hf,0,0,0,0,0,278.569,0,0,0,9.442,0,0,0
Zr+Hf,0,0,0,0,0,443.107,0,0,0,7.656,0,0,0
Zr+Hf,0,0,0,0,0,281.645,0,0,0,8.106,0,0,0
Zr+Hf,0,0,0,0,0,365.912,0,0,0,6.725,0,0,0
Zr+Hf,0,0,0,0,0,287.246,0,0,0,12.163,0,0,0
Zr+Hf,0,0,0,0,0,67.228,0,0,0,4.936,0,0,0
Zr,0,0,0,0,0,31.876,0,0,0,0,0,0,0
Zr,0,0,0,0,0,45.003,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,205.21,0,0,0,7.005,0,0,0
Zr,0,0,0,0,0,39.742,0,0,0,0,0,0,0
Zr,0,0,0,0,0,57.056,0,0,0,0,0,0,0
Zr,0,0,0,0,0,89.255,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,89.717,0,0,0,8.411,0,0,0
Zr,0,0,0,0,0,18.671,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.079,0,0,0,0,0,0,0
Zr,0,0,0,0,0,17.855,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,184.886,0,0,0,5.429,0,0,0
Zr+Hf,0,0,0,0,0,348.057,0,0,0,13.66,0,0,0
Zr,0,0,0,0,0,55.173,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,408.537,0,0,0,14.029,0,0,0
Zr,0,0,0,0,0,92.264,0,0,0,0,0,0,0
Zr,0,0,0,0,0,25.85,0,0,0,0,0,0,0
Zr,0,0,0,0,0,108.512,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,196.541,0,0,0,4.096,0,0,0
Zr+Hf,0,0,0,0,0,355.074,0,0,0,12.912,0,0,0
Zr,0,0,0,0,0,14.853,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,323.141,0,0,0,7.342,0,0,0
Zr,0,0,0,0,0,103.423,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,202.623,0,0,0,13.616,0,0,0
Zr,0,0,0,0,0,7.616,0,0,0,0,0,0,0
Zr,0,0,0,0,0,40.461,0,0,0,0,0,0,0
Zr,0,0,0,0,0,11.969,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,391.815,0,0,0,11.68,0,0,0
Zr+Hf,0,0,0,0,0,298.501,0,0,0,11.423,0,0,0
Zr+Hf,0,0,0,0,0,386.439,0,0,0,13.616,0,0,0
Zr+Hf,0,0,0,0,0,86.972,0,0,0,4.866,0,0,0
Zr,0,0,0,0,0,58.233,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.519,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,185.776,0,0,0,6.186,0,0,0
Zr,0,0,0,0,0,32.131,0,0,0,0,0,0,0
Zr,0,0,0,0,0,158.016,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.179,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.296,0,0,0,0,0,0,0
Zr,0,0,0,0,0,238.16,0,0,0,0,0,0,0
Zr,0,0,0,0,0,51.345,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,472.372,0,0,0,15.713,0,0,0
Zr,0,0,0,0,0,150.358,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.72,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.74,0,0,0,0,0,0,0
Zr,0,0,0,0,0,54.732,0,0,0,0,0,0,0
Zr,0,0,0,0,0,89.827,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,392.915,0,0,0,9.87,0,0,0
Zr,0,0,0,0,0,12.269,0,0,0,0,0,0,0
Zr,0,0,0,0,0,30.429,0,0,0,0,0,0,0
Zr,0,0,0,0,0,104.706,0,0,0,0,0,0,0
Zr,0,0,0,0,0,49.381,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.82,0,0,0,0,0,0,0
Zr,0,0,0,0,0,73.275,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,481.662,0,0,0,16.862,0,0,0
Zr+Hf,0,0,0,0,0,446.267,0,0,0,12.608,0,0,0
Zr,0,0,0,0,0,26.895,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,20.769,0,0,0,4.922,0,0,0
Zr+Hf,0,0,0,0,0,84.049,0,0,0,5.079,0,0,0
Zr,0,0,0,0,0,87.733,0,0,0,0,0,0,0
Zr,0,0,0,0,0,83.521,0,0,0,0,0,0,0
Zr,0,0,0,0,0,40.599,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,374.07,0,0,0,7.078,0,0,0
Zr,0,0,0,0,0,69.56,0,0,0,0,0,0,0
Zr,0,0,0,0,0,91.163,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,232.233,0,0,0,5.513,0,0,0
Zr,0,0,0,0,0,61.989,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,217.609,0,0,0,7.823,0,0,0
Zr+Hf,0,0,0,0,0,43.777,0,0,0,4.024,0,0,0
Zr,0,0,0,0,0,38.688,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,95.295,0,0,0,7.569,0,0,0
Zr+Hf,0,0,0,0,0,184.572,0,0,0,4.241,0,0,0
Zr+Hf,0,0,0,0,0,530.331,0,0,0,18.317,0,0,0
Zr+Hf,0,0,0,0,0,159.471,0,0,0,13.11,0,0,0
Zr+Hf,0,0,0,0,0,735.89,0,0,0,19.623,0,0,0
Zr+Hf,0,0,0,0,0,266.836,0,0,0,4.585,0,0,0
Hf,0,0,0,0,0,0,0,0,0,5.814,0,0,0
Zr,0,0,0,0,0,24.335,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.375,0,0,0,0,0,0,0
Zr,0,0,0,0,0,51.881,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.088,0,0,0,0,0,0,0
Zr,0,0,0,0,0,26.879,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,166.99,0,0,0,6.752,0,0,0
Zr,0,0,0,0,0,52.559,0,0,0,0,0,0,0
Zr,0,0,0,0,0,80.681,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.737,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.21,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.296,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,198.422,0,0,0,6.098,0,0,0
Zr,0,0,0,0,0,6.364,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,304.154,0,0,0,8.994,0,0,0
Zr+Hf,0,0,0,0,0,277.809,0,0,0,9.596,0,0,0
Zr+Hf,0,0,0,0,0,1265.085,0,0,0,38.936,0,0,0
Zr+Hf,0,0,0,0,0,241.04,0,0,0,6.834,0,0,0
Zr+Hf,0,0,0,0,0,235.445,0,0,0,12.441,0,0,0
Zr+Hf,0,0,0,0,0,179.547,0,0,0,5.927,0,0,0
Zr+Hf,0,0,0,0,0,176.211,0,0,0,12.388,0,0,0
Zr,0,0,0,0,0,19.564,0,0,0,0,0,0,0
Zr,0,0,0,0,0,148.665,0,0,0,0,0,0,0
Zr,0,0,0,0,0,103.787,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,283.424,0,0,0,5.644,0,0,0
Zr,0,0,0,0,0,76.554,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.113,0,0,0,0,0,0,0
Zr,0,0,0,0,0,35.597,0,0,0,0,0,0,0
Zr,0,0,0,0,0,86.242,0,0,0,0,0,0,0
Zr,0,0,0,0,0,87.402,0,0,0,0,0,0,0
Zr,0,0,0,0,0,189.4,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,199.861,0,0,0,9.357,0,0,0
Zr+Hf,0,0,0,0,0,68.198,0,0,0,5.504,0,0,0
Zr,0,0,0,0,0,50.829,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,88.117,0,0,0,4.023,0,0,0
Zr+Hf,0,0,0,0,0,187.508,0,0,0,8.168,0,0,0
Zr,0,0,0,0,0,5.597,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,400.753,0,0,0,21.56,0,0,0
Zr,0,0,0,0,0,11.927,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,1369.479,0,0,0,26.754,0,0,0
Zr,0,0,0,0,0,70.627,0,0,0,0,0,0,0
Zr,0,0,0,0,0,154.435,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,189.787,0,0,0,5.492,0,0,0
Zr,0,0,0,0,0,42.678,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,310.761,0,0,0,8.432,0,0,0
Zr+Hf,0,0,0,0,0,222.278,0,0,0,6.604,0,0,0
Zr+Hf,0,0,0,0,0,93.743,0,0,0,5.151,0,0,0
Zr,0,0,0,0,0,116.866,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,212.422,0,0,0,5.851,0,0,0
Zr+Hf,0,0,0,0,0,406.591,0,0,0,14.935,0,0,0
Zr,0,0,0,0,0,26.224,0,0,0,0,0,0,0
Zr,0,0,0,0,0,26.808,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,471.795,0,0,0,16.809,0,0,0
Zr,0,0,0,0,0,160.791,0,0,0,0,0,0,0
Zr,0,0,0,0,0,35.892,0,0,0,0,0,0,0
Zr,0,0,0,0,0,21.136,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,200.302,0,0,0,6.702,0,0,0
Zr,0,0,0,0,0,4.947,0,0,0,0,0,0,0
Zr,0,0,0,0,0,63.211,0,0,0,0,0,0,0
Zr,0,0,0,0,0,17.905,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,383.625,0,0,0,5.681,0,0,0
Zr+Hf,0,0,0,0,0,255.86,0,0,0,7.523,0,0,0
Zr+Hf,0,0,0,0,0,219.855,0,0,0,6.172,0,0,0
Zr,0,0,0,0,0,6.451,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,383.1,0,0,0,12.109,0,0,0
Zr,0,0,0,0,0,21.905,0,0,0,0,0,0,0
Zr,0,0,0,0,0,36.07,0,0,0,0,0,0,0
Zr,0,0,0,0,0,28.679,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,307.504,0,0,0,16.496,0,0,0
Zr,0,0,0,0,0,11.099,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.603,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.833,0,0,0,0,0,0,0
Zr,0,0,0,0,0,59.141,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,326.175,0,0,0,10.382,0,0,0
Zr,0,0,0,0,0,26.263,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,84.605,0,0,0,4.706,0,0,0
Zr+Hf,0,0,0,0,0,173.572,0,0,0,7.776,0,0,0
Zr+Hf,0,0,0,0,0,562.12,0,0,0,20.753,0,0,0
Zr,0,0,0,0,0,67.872,0,0,0,0,0,0,0
Zr,0,0,0,0,0,44.191,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.698,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,94.067,0,0,0,5.507,0,0,0
Zr+Hf,0,0,0,0,0,152.262,0,0,0,4.872,0,0,0
Zr,0,0,0,0,0,55.699,0,0,0,0,0,0,0
Zr,0,0,0,0,0,49.375,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,88.467,0,0,0,3.958,0,0,0
Zr,0,0,0,0,0,132.005,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,97.796,0,0,0,6.188,0,0,0
Zr,0,0,0,0,0,18.426,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,144.183,0,0,0,6.776,0,0,0
Zr+Hf,0,0,0,0,0,285.337,0,0,0,13.309,0,0,0
Zr,0,0,0,0,0,53.59,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,151.245,0,0,0,7.056,0,0,0
Zr+Hf,0,0,0,0,0,204.912,0,0,0,8.547,0,0,0
Zr+Hf,0,0,0,0,0,496.696,0,0,0,22.318,0,0,0
Zr,0,0,0,0,0,47.138,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,312.016,0,0,0,5.106,0,0,0
Hf,0,0,0,0,0,0,0,0,0,5.585,0,0,0
Zr,0,0,0,0,0,104.922,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.248,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,415.677,0,0,0,13.195,0,0,0
Zr,0,0,0,0,0,18.402,0,0,0,0,0,0,0
Zr,0,0,0,0,0,75.299,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.157,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,93.29,0,0,0,4.317,0,0,0
Zr+Hf,0,0,0,0,0,185.425,0,0,0,6.356,0,0,0
Zr,0,0,0,0,0,8.001,0,0,0,0,0,0,0
Zr,0,0,0,0,0,127.351,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,672.66,0,0,0,6.683,0,0,0
Zr+Hf,0,0,0,0,0,116.419,0,0,0,4.797,0,0,0
Zr,0,0,0,0,0,92.564,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,449.842,0,0,0,24.473,0,0,0
Zr+Hf,0,0,0,0,0,316.477,0,0,0,11.032,0,0,0
Zr,0,0,0,0,0,92.234,0,0,0,0,0,0,0
Zr,0,0,0,0,0,184.627,0,0,0,0,0,0,0
Zr,0,0,0,0,0,30.466,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.665,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.198,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.071,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.298,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,145.705,0,0,0,4.917,0,0,0
Zr,0,0,0,0,0,100.361,0,0,0,0,0,0,0
Zr,0,0,0,0,0,19.988,0,0,0,0,0,0,0
Zr,0,0,0,0,0,63.242,0,0,0,0,0,0,0
Zr,0,0,0,0,0,94.409,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,438.664,0,0,0,15.629,0,0,0
Zr+Hf,0,0,0,0,0,277.838,0,0,0,7.055,0,0,0
Zr,0,0,0,0,0,24.442,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,150.988,0,0,0,4.892,0,0,0
Zr+Hf,0,0,0,0,0,254.988,0,0,0,10.301,0,0,0
