Element,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Isotopes,27Al,46Ti,48Ti,56Fe,89Y,90Zr,139La,140Ce,165Ho,177Hf+178Hf+179Hf+180Hf,206Pb+207Pb+208Pb,232Th,238U
Sensitivity (TofCts/g),8.93E+15,3.99E+15,5.39E+16,1.17E+17,3.01E+17,1.70E+17,5.47E+17,5.35E+17,2.76E+17,2.67E+17,3.00E+17,2.55E+17,2.83E+17
MedianSignal (TofCts),NaN,1.41E+01,NaN,3.60E+01,NaN,7.99E+01,NaN,NaN,NaN,7.78E+00,NaN,NaN,NaN
Avg Lc (TofCts),8.02,11.97,7.29,18.43,6.2,4.5,5.57,5.52,5.3,3.97,5.46,4.46,4.66
Avg Bkgd (TofCts),0.09,0.963,0.034,4.331,0.04,0.09,0.008,0.006,0.01,0.027,0.026,0,0.003
DynamicAlpha,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,3.20E-05,1.00E-07,1.00E-07,1.00E-07,1.00E-05,1.00E-07,1.00E-07,1.00E-07
Filename,00h03m02s_Zr_ENG 75Kx.h5,,,,,,,,,,,,
spTime (s),120.226,,,,,,,,,,,,
qPlasma (mL/s),0.000063,,,,,,,,,,,,
,,,,,,,,,,,,,
Particle Signals (TofCts),,,,,,,,,,,,,
Comp,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Zr,0,0,0,0,0,36.385,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.538,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,179.269,0,0,0,7.106,0,0,0
Zr+Hf,0,0,0,0,0,234.638,0,0,0,9.287,0,0,0
Zr,0,0,0,0,0,6.112,0,0,0,0,0,0,0
Zr,0,0,0,0,0,46.349,0,0,0,0,0,0,0
Zr,0,0,0,0,0,32.347,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,140.641,0,0,0,4.323,0,0,0
Zr,0,0,0,0,0,61.541,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,125.07,0,0,0,5.224,0,0,0
Zr+Hf,0,0,0,0,0,76.445,0,0,0,5.331,0,0,0
Zr+Hf,0,0,0,0,0,283.556,0,0,0,7.324,0,0,0
Hf,0,0,0,0,0,0,0,0,0,6.439,0,0,0
Zr+Hf,0,0,0,0,0,732.056,0,0,0,13.511,0,0,0
Zr+Hf,0,0,0,0,0,114.775,0,0,0,5.037,0,0,0
Zr+Hf,0,0,0,0,0,67.446,0,0,0,4.063,0,0,0
Zr,0,0,0,0,0,24.83,0,0,0,0,0,0,0
Zr,0,0,0,0,0,127.251,0,0,0,0,0,0,0
Zr,0,0,0,0,0,67.639,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,175.77,0,0,0,7.776,0,0,0
Zr,0,0,0,0,0,121.11,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.396,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,95.454,0,0,0,4.481,0,0,0
Zr+Hf,0,0,0,0,0,141.42,0,0,0,4.737,0,0,0
Zr,0,0,0,0,0,51.151,0,0,0,0,0,0,0
Zr,0,0,0,0,0,64.087,0,0,0,0,0,0,0
Zr,0,0,0,0,0,28.896,0,0,0,0,0,0,0
Zr,0,0,0,0,0,77.037,0,0,0,0,0,0,0
Zr,0,0,0,0,0,24.286,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.216,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.004,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.828,0,0,0,0,0,0,0
Zr,0,0,0,0,0,70.023,0,0,0,0,0,0,0
Zr,0,0,0,0,0,65.454,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.254,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,608.008,0,0,0,10.675,0,0,0
Zr,0,0,0,0,0,57.488,0,0,0,0,0,0,0
Zr,0,0,0,0,0,11.739,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.5,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.959,0,0,0,0,0,0,0
Zr,0,0,0,0,0,11.385,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.499,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,1009.361,0,0,0,16.516,0,0,0
Zr+Hf,0,0,0,0,0,79.414,0,0,0,4.845,0,0,0
Zr,0,0,0,0,0,56.387,0,0,0,0,0,0,0
Zr,0,0,0,0,0,86.113,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.291,0,0,0,0,0,0,0
Zr,0,0,0,0,0,71.071,0,0,0,0,0,0,0
Zr,0,0,0,0,0,53.986,0,0,0,0,0,0,0
Zr,0,0,0,0,0,19.49,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,68.417,0,0,0,5.999,0,0,0
Zr+Hf,0,0,0,0,0,158.155,0,0,0,5.558,0,0,0
Zr,0,0,0,0,0,11.784,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.943,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,255.857,0,0,0,13.641,0,0,0
Zr,0,0,0,0,0,15.83,0,0,0,0,0,0,0
Zr,0,0,0,0,0,11.454,0,0,0,0,0,0,0
Zr,0,0,0,0,0,26.611,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,269.206,0,0,0,5.974,0,0,0
Zr,0,0,0,0,0,126.038,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,211.919,0,0,0,8.753,0,0,0
Zr,0,0,0,0,0,84.797,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,412.029,0,0,0,13.336,0,0,0
Zr+Hf,0,0,0,0,0,113.498,0,0,0,7.159,0,0,0
Zr,0,0,0,0,0,75.442,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,170.838,0,0,0,5.8,0,0,0
Zr,0,0,0,0,0,20.981,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,86.778,0,0,0,4.532,0,0,0
Zr,0,0,0,0,0,57.615,0,0,0,0,0,0,0
Zr,0,0,0,0,0,86.778,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,226.269,0,0,0,8.717,0,0,0
Zr,0,0,0,0,0,84.66,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,443.579,0,0,0,7.806,0,0,0
Zr+Hf,0,0,0,0,0,128.159,0,0,0,7.024,0,0,0
Zr,0,0,0,0,0,43.142,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.821,0,0,0,0,0,0,0
Zr,0,0,0,0,0,80.155,0,0,0,0,0,0,0
Zr,0,0,0,0,0,37.323,0,0,0,0,0,0,0
Zr,0,0,0,0,0,21.923,0,0,0,0,0,0,0
Zr,0,0,0,0,0,52.224,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,287.149,0,0,0,15.686,0,0,0
Zr,0,0,0,0,0,6.468,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.278,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.719,0,0,0,0,0,0,0
Zr,0,0,0,0,0,83.397,0,0,0,0,0,0,0
Zr,0,0,0,0,0,146.076,0,0,0,0,0,0,0
Zr,0,0,0,0,0,152.559,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,164.416,0,0,0,7.41,0,0,0
Zr,0,0,0,0,0,59.824,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,582.953,0,0,0,17.098,0,0,0
Zr+Hf,0,0,0,0,0,3116.321,0,0,0,103.678,0,0,0
Zr+Hf,0,0,0,0,0,286.668,0,0,0,5.434,0,0,0
Zr,0,0,0,0,0,6.562,0,0,0,0,0,0,0
Zr,0,0,0,0,0,109.484,0,0,0,0,0,0,0
Zr,0,0,0,0,0,74.946,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,655.125,0,0,0,38.972,0,0,0
Zr,0,0,0,0,0,15.559,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,121.823,0,0,0,4.045,0,0,0
Zr,0,0,0,0,0,8.765,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.403,0,0,0,0,0,0,0
Zr,0,0,0,0,0,67.958,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.415,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.943,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.627,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,324.544,0,0,0,9.22,0,0,0
Zr,0,0,0,0,0,149.111,0,0,0,0,0,0,0
Zr,0,0,0,0,0,132.031,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.379,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.245,0,0,0,0,0,0,0
Zr,0,0,0,0,0,25.713,0,0,0,0,0,0,0
Zr,0,0,0,0,0,13.917,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,488.857,0,0,0,15.72,0,0,0
Zr+Hf,0,0,0,0,0,41.853,0,0,0,4.614,0,0,0
Zr+Hf,0,0,0,0,0,395.567,0,0,0,13.24,0,0,0
Zr,0,0,0,0,0,27.764,0,0,0,0,0,0,0
Zr,0,0,0,0,0,26.849,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,194.468,0,0,0,8.221,0,0,0
Zr+Hf,0,0,0,0,0,80.474,0,0,0,5.907,0,0,0
Zr+Hf,0,0,0,0,0,236.502,0,0,0,4.729,0,0,0
Zr,0,0,0,0,0,26.121,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,609.175,0,0,0,5.375,0,0,0
Zr,0,0,0,0,0,221.189,0,0,0,0,0,0,0
Zr,0,0,0,0,0,45.734,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.687,0,0,0,0,0,0,0
Zr,0,0,0,0,0,28.291,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,270.546,0,0,0,6.361,0,0,0
Zr,0,0,0,0,0,6.194,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,152.684,0,0,0,11.97,0,0,0
Zr+Hf,0,0,0,0,0,354.522,0,0,0,7.76,0,0,0
Hf,0,0,0,0,0,0,0,0,0,10.458,0,0,0
Zr+Hf,0,0,0,0,0,301.208,0,0,0,8.318,0,0,0
Zr+Hf,0,0,0,0,0,290.162,0,0,0,9.193,0,0,0
Zr,0,0,0,0,0,68.56,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,297.848,0,0,0,5.998,0,0,0
Zr+Hf,0,0,0,0,0,136.498,0,0,0,6.925,0,0,0
Zr,0,0,0,0,0,82.187,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.335,0,0,0,0,0,0,0
Zr,0,0,0,0,0,100.571,0,0,0,0,0,0,0
Zr,0,0,0,0,0,118.215,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,231.916,0,0,0,7.907,0,0,0
Zr,0,0,0,0,0,12.756,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,334.359,0,0,0,16.623,0,0,0
Zr,0,0,0,0,0,13.983,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.694,0,0,0,0,0,0,0
Zr,0,0,0,0,0,130.065,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.056,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,441.138,0,0,0,18.866,0,0,0
Zr+Hf,0,0,0,0,0,146.088,0,0,0,10.604,0,0,0
Zr,0,0,0,0,0,35.492,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.007,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.772,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.331,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,287.802,0,0,0,9.141,0,0,0
Zr+Hf,0,0,0,0,0,90.651,0,0,0,5.243,0,0,0
Zr,0,0,0,0,0,163.728,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,124.557,0,0,0,4.375,0,0,0
Zr,0,0,0,0,0,108.792,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.482,0,0,0,0,0,0,0
Zr,0,0,0,0,0,117.357,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,194.831,0,0,0,4.983,0,0,0
Zr+Hf,0,0,0,0,0,468.485,0,0,0,18.626,0,0,0
Zr+Hf,0,0,0,0,0,402.256,0,0,0,13.555,0,0,0
Zr,0,0,0,0,0,41.291,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.692,0,0,0,0,0,0,0
Zr,0,0,0,0,0,74.928,0,0,0,0,0,0,0
Zr,0,0,0,0,0,51.091,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,504.817,0,0,0,15.795,0,0,0
Zr,0,0,0,0,0,11.807,0,0,0,0,0,0,0
Zr,0,0,0,0,0,90.035,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.943,0,0,0,0,0,0,0
Zr,0,0,0,0,0,65.836,0,0,0,0,0,0,0
Zr,0,0,0,0,0,149.871,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,62.907,0,0,0,4.716,0,0,0
Zr,0,0,0,0,0,114.846,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,742.025,0,0,0,15.982,0,0,0
Zr+Hf,0,0,0,0,0,146.256,0,0,0,5.136,0,0,0
Zr,0,0,0,0,0,75.94,0,0,0,0,0,0,0
Zr,0,0,0,0,0,17.706,0,0,0,0,0,0,0
Zr,0,0,0,0,0,55.724,0,0,0,0,0,0,0
Zr,0,0,0,0,0,31.961,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,107.575,0,0,0,5.203,0,0,0
Zr,0,0,0,0,0,175.153,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,70.195,0,0,0,6.011,0,0,0
Zr+Hf,0,0,0,0,0,192.909,0,0,0,8.469,0,0,0
Zr+Hf,0,0,0,0,0,270.745,0,0,0,8.537,0,0,0
Zr,0,0,0,0,0,17.62,0,0,0,0,0,0,0
Zr,0,0,0,0,0,66.324,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,1342.574,0,0,0,39.725,0,0,0
Zr,0,0,0,0,0,34.429,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,239.035,0,0,0,8.414,0,0,0
Zr+Hf,0,0,0,0,0,161.164,0,0,0,5.664,0,0,0
Zr,0,0,0,0,0,14.803,0,0,0,0,0,0,0
Zr,0,0,0,0,0,28.127,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.377,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,740.556,0,0,0,22.967,0,0,0
Zr,0,0,0,0,0,58.227,0,0,0,0,0,0,0
Zr,0,0,0,0,0,20.711,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.926,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,287.422,0,0,0,10.472,0,0,0
Zr,0,0,0,0,0,122.818,0,0,0,0,0,0,0
Zr,0,0,0,0,0,14.704,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.999,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.399,0,0,0,0,0,0,0
Zr,0,0,0,0,0,90.058,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.095,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,242.152,0,0,0,7.685,0,0,0
Zr,0,0,0,0,0,11.339,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.188,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,564.821,0,0,0,16.149,0,0,0
Zr,0,0,0,0,0,15.206,0,0,0,0,0,0,0
Zr,0,0,0,0,0,38.14,0,0,0,0,0,0,0
Zr,0,0,0,0,0,78.225,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,193.013,0,0,0,4.086,0,0,0
Zr,0,0,0,0,0,103.145,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.889,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,65.048,0,0,0,4.28,0,0,0
Zr,0,0,0,0,0,5.872,0,0,0,0,0,0,0
Zr,0,0,0,0,0,126.41,0,0,0,0,0,0,0
Zr,0,0,0,0,0,47.653,0,0,0,0,0,0,0
Zr,0,0,0,0,0,61.651,0,0,0,0,0,0,0
Zr,0,0,0,0,0,26.063,0,0,0,0,0,0,0
Zr,0,0,0,0,0,17.808,0,0,0,0,0,0,0
Zr,0,0,0,0,0,45.315,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,220.925,0,0,0,6.952,0,0,0
Zr,0,0,0,0,0,55.797,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.703,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.418,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.455,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.299,0,0,0,0,0,0,0
Zr,0,0,0,0,0,100.659,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.828,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,388.263,0,0,0,13.034,0,0,0
Zr,0,0,0,0,0,132.85,0,0,0,0,0,0,0
Zr,0,0,0,0,0,130.717,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,497.204,0,0,0,10.59,0,0,0
Zr,0,0,0,0,0,57.953,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,160.654,0,0,0,6.611,0,0,0
Zr,0,0,0,0,0,71.632,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.956,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.679,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.709,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,153.38,0,0,0,4.888,0,0,0
Zr,0,0,0,0,0,171.094,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,153.972,0,0,0,6.835,0,0,0
Zr+Hf,0,0,0,0,0,161.657,0,0,0,4.82,0,0,0
Zr,0,0,0,0,0,82.694,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.973,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,148.53,0,0,0,9.898,0,0,0
Zr,0,0,0,0,0,115.796,0,0,0,0,0,0,0
Zr,0,0,0,0,0,25.778,0,0,0,0,0,0,0
Zr,0,0,0,0,0,38.926,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,514.812,0,0,0,17.191,0,0,0
Zr,0,0,0,0,0,36.215,0,0,0,0,0,0,0
Zr,0,0,0,0,0,111.556,0,0,0,0,0,0,0
Zr,0,0,0,0,0,98.996,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.92,0,0,0,0,0,0,0
Zr,0,0,0,0,0,14.976,0,0,0,0,0,0,0
Zr,0,0,0,0,0,30.11,0,0,0,0,0,0,0
Zr,0,0,0,0,0,49.971,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,120.121,0,0,0,5.071,0,0,0
Zr+Hf,0,0,0,0,0,388.326,0,0,0,15.247,0,0,0
Zr+Hf,0,0,0,0,0,263.727,0,0,0,7.974,0,0,0
Zr,0,0,0,0,0,63.914,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,200.121,0,0,0,8.444,0,0,0
Zr+Hf,0,0,0,0,0,98.464,0,0,0,5.796,0,0,0
Zr,0,0,0,0,0,27.719,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.291,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,97.936,0,0,0,4.168,0,0,0
Zr+Hf,0,0,0,0,0,71.338,0,0,0,4.631,0,0,0
Zr+Hf,0,0,0,0,0,99.709,0,0,0,4.808,0,0,0
Zr,0,0,0,0,0,39.559,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,251.63,0,0,0,13.479,0,0,0
Hf,0,0,0,0,0,0,0,0,0,7.859,0,0,0
Zr+Hf,0,0,0,0,0,232.486,0,0,0,7.152,0,0,0
Zr+Hf,0,0,0,0,0,414.091,0,0,0,15.863,0,0,0
Zr+Hf,0,0,0,0,0,62.63,0,0,0,5.85,0,0,0
Zr,0,0,0,0,0,6.278,0,0,0,0,0,0,0
Zr,0,0,0,0,0,50.828,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.482,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,469.85,0,0,0,16.677,0,0,0
Zr,0,0,0,0,0,74.187,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.852,0,0,0,0,0,0,0
Zr,0,0,0,0,0,87.377,0,0,0,0,0,0,0
Zr,0,0,0,0,0,93.437,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,292.574,0,0,0,5.687,0,0,0
Zr,0,0,0,0,0,99.251,0,0,0,0,0,0,0
Zr,0,0,0,0,0,191.701,0,0,0,0,0,0,0
Zr,0,0,0,0,0,74.998,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.498,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,144.452,0,0,0,5.186,0,0,0
Zr+Hf,0,0,0,0,0,22.076,0,0,0,5.387,0,0,0
Zr+Hf,0,0,0,0,0,291.782,0,0,0,13.532,0,0,0
Zr,0,0,0,0,0,38.102,0,0,0,0,0,0,0
Zr,0,0,0,0,0,67.041,0,0,0,0,0,0,0
Zr,0,0,0,0,0,85.613,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,323.101,0,0,0,9.189,0,0,0
Zr,0,0,0,0,0,8.49,0,0,0,0,0,0,0
Zr,0,0,0,0,0,111.468,0,0,0,0,0,0,0
Zr,0,0,0,0,0,49.3,0,0,0,0,0,0,0
Zr,0,0,0,0,0,14.171,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.738,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.665,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,121.725,0,0,0,4.164,0,0,0
Zr,0,0,0,0,0,62.537,0,0,0,0,0,0,0
Zr,0,0,0,0,0,58.109,0,0,0,0,0,0,0
Zr,0,0,0,0,0,34.354,0,0,0,0,0,0,0
Zr,0,0,0,0,0,89.974,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,152.946,0,0,0,8.744,0,0,0
Zr+Hf,0,0,0,0,0,111.123,0,0,0,8.344,0,0,0
Zr,0,0,0,0,0,102.857,0,0,0,0,0,0,0
Zr,0,0,0,0,0,65.541,0,0,0,0,0,0,0
Zr,0,0,0,0,0,117.737,0,0,0,0,0,0,0
Zr,0,0,0,0,0,21.174,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.213,0,0,0,0,0,0,0
Zr,0,0,0,0,0,60.977,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,390.597,0,0,0,11.248,0,0,0
Zr,0,0,0,0,0,10.161,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,39.787,0,0,0,5.186,0,0,0
Zr,0,0,0,0,0,28.953,0,0,0,0,0,0,0
Zr,0,0,0,0,0,39.203,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.42,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,1186.793,0,0,0,47.19,0,0,0
Zr+Hf,0,0,0,0,0,196.46,0,0,0,8.734,0,0,0
Zr,0,0,0,0,0,29.645,0,0,0,0,0,0,0
Zr,0,0,0,0,0,90.9,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.028,0,0,0,0,0,0,0
Zr,0,0,0,0,0,14.959,0,0,0,0,0,0,0
Zr,0,0,0,0,0,54.257,0,0,0,0,0,0,0
Zr,0,0,0,0,0,47.975,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,108.689,0,0,0,5.674,0,0,0
Zr,0,0,0,0,0,10.093,0,0,0,0,0,0,0
Zr,0,0,0,0,0,54.348,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,388.266,0,0,0,4.746,0,0,0
Zr,0,0,0,0,0,308.764,0,0,0,0,0,0,0
Zr,0,0,0,0,0,50.139,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.385,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.348,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.673,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,162.363,0,0,0,5.019,0,0,0
Zr,0,0,0,0,0,78.915,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,965.543,0,0,0,33.774,0,0,0
Zr,0,0,0,0,0,128.349,0,0,0,0,0,0,0
Zr,0,0,0,0,0,73.671,0,0,0,0,0,0,0
Zr,0,0,0,0,0,108.078,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,607.211,0,0,0,32.492,0,0,0
Zr+Hf,0,0,0,0,0,198.803,0,0,0,4.128,0,0,0
Zr,0,0,0,0,0,10.654,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,138.41,0,0,0,4.3,0,0,0
Zr,0,0,0,0,0,95.431,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.748,0,0,0,0,0,0,0
Zr,0,0,0,0,0,31.355,0,0,0,0,0,0,0
Zr,0,0,0,0,0,28.039,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,263.869,0,0,0,14.915,0,0,0
Zr,0,0,0,0,0,15.401,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.358,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,162.066,0,0,0,7.872,0,0,0
Zr,0,0,0,0,0,19.496,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,414.813,0,0,0,13.349,0,0,0
Zr+Hf,0,0,0,0,0,184.541,0,0,0,8.126,0,0,0
Zr,0,0,0,0,0,135.055,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,349.159,0,0,0,15.523,0,0,0
Zr,0,0,0,0,0,19.929,0,0,0,0,0,0,0
Zr,0,0,0,0,0,125.973,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,980.307,0,0,0,33.876,0,0,0
Zr+Hf,0,0,0,0,0,192.913,0,0,0,8.927,0,0,0
Zr,0,0,0,0,0,80.305,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,337.241,0,0,0,14.853,0,0,0
Zr,0,0,0,0,0,8.945,0,0,0,0,0,0,0
Zr,0,0,0,0,0,14.64,0,0,0,0,0,0,0
Zr,0,0,0,0,0,148.569,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,798.307,0,0,0,32.39,0,0,0
Zr,0,0,0,0,0,72.675,0,0,0,0,0,0,0
Zr,0,0,0,0,0,51.766,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,426.99,0,0,0,13.514,0,0,0
Zr+Hf,0,0,0,0,0,209.478,0,0,0,4.182,0,0,0
Zr+Hf,0,0,0,0,0,708.429,0,0,0,21.943,0,0,0
Zr,0,0,0,0,0,70.669,0,0,0,0,0,0,0
Zr,0,0,0,0,0,37.72,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,1436.335,0,0,0,50.82,0,0,0
Zr,0,0,0,0,0,4.62,0,0,0,0,0,0,0
Zr,0,0,0,0,0,311.463,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,1057.284,0,0,0,43.27,0,0,0
Zr+Hf,0,0,0,0,0,129.073,0,0,0,6.399,0,0,0
Zr+Hf,0,0,0,0,0,75.349,0,0,0,4.434,0,0,0
Zr+Hf,0,0,0,0,0,382.34,0,0,0,14.271,0,0,0
Zr,0,0,0,0,0,10.407,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.947,0,0,0,0,0,0,0
Zr,0,0,0,0,0,87.413,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,927.142,0,0,0,8.42,0,0,0
