Element,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Isotopes,27Al,46Ti,48Ti,56Fe,89Y,90Zr,139La,140Ce,165Ho,177Hf+178Hf+179Hf+180Hf,206Pb+207Pb+208Pb,232Th,238U
Sensitivity (TofCts/g),8.93E+15,3.99E+15,5.39E+16,1.17E+17,3.01E+17,1.70E+17,5.47E+17,5.35E+17,2.76E+17,2.67E+17,3.00E+17,2.55E+17,2.83E+17
MedianSignal (TofCts),1.19E+01,1.58E+01,9.39E+00,4.53E+01,1.30E+01,4.74E+01,1.35E+01,1.47E+01,8.90E+00,1.30E+01,1.07E+01,1.27E+01,9.68E+00
Avg Lc (TofCts),7.25,12.07,7.62,15.83,5.87,4.75,5.75,6.04,5.17,4.42,6.2,3.7,4.03
Avg Bkgd (TofCts),0.125,0.996,0.058,4.812,0.163,0.126,0.148,0.196,0.024,0.03,0.157,0.028,0.023
DynamicAlpha,1.00E-06,1.00E-07,1.00E-07,1.00E-05,3.20E-06,3.20E-05,3.20E-06,3.20E-06,3.20E-07,3.20E-06,3.20E-07,1.00E-05,3.20E-06
Filename,01h07m35s_Zr_Hark_2kx.h5,,,,,,,,,,,,
spTime (s),120.226,,,,,,,,,,,,
qPlasma (mL/s),0.000063,,,,,,,,,,,,
,,,,,,,,,,,,,
Particle Signals (TofCts),,,,,,,,,,,,,
Comp,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Fe+Zr+La+Ce+Th,0,0,0,112.204,0,30.401,9.375,11.705,0,0,0,78.588,0
Al+Fe+Zr+La+Ce+Th,7.329,0,0,156.017,0,88.336,5.743,10.016,0,0,0,49.898,0
Zr,0,0,0,0,0,44.211,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,29.229,0,418.643,0,0,0,5.899,0,13.018,0
Th,0,0,0,0,0,0,0,0,0,0,0,9.247,0
Th,0,0,0,0,0,0,0,0,0,0,0,7.116,0
Fe+Y+Zr+La+Ce+Hf+Pb+Th+U,0,0,0,3960.967,65.309,344.681,6.998,17.8,0,5.693,6.898,456.909,4.528
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,90.572,14.561,5542.284,7.345,10.41,0,150.563,0,41.573,4.908
Fe+Zr+La+Ce+Hf+Th,0,0,0,79.163,0,787.359,26.431,32.935,0,6.15,0,22.75,0
Zr+Th,0,0,0,0,0,8.585,0,0,0,0,0,4.786,0
Fe+Zr+Hf+Th,0,0,0,47.523,0,356.042,0,0,0,8.809,0,21.186,0
Zr+Hf+Th,0,0,0,0,0,2149.313,0,0,0,51.329,0,5.022,0
Fe+La+Ce+Th,0,0,0,46.99,0,0,7.27,8.634,0,0,0,90.839,0
Zr,0,0,0,0,0,9.679,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,50.564,0,0,0,0,0,13.296,0
Zr+Hf,0,0,0,0,0,691.902,0,0,0,19.376,0,0,0
Zr+Th,0,0,0,0,0,8.364,0,0,0,0,0,31.654,0
Zr+La+Ce+Th,0,0,0,0,0,8.077,51.874,78.276,0,0,0,259.631,0
Fe+Zr+Th,0,0,0,24.061,0,77.254,0,0,0,0,0,28.774,0
Fe+Zr,0,0,0,17.449,0,7.463,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.226,0
Fe+Zr+Th,0,0,0,23.783,0,84.992,0,0,0,0,0,15.37,0
Al+Ce,11.942,0,0,0,0,0,0,8.36,0,0,0,0,0
Fe+Zr+Pb+Th,0,0,0,105.995,0,185.816,0,0,0,0,6.475,21.355,0
Fe+Zr+Th,0,0,0,20.535,0,35.584,0,0,0,0,0,10.098,0
Fe+Zr+Th,0,0,0,35.448,0,38.283,0,0,0,0,0,14.164,0
Fe+Zr+Th,0,0,0,22.28,0,8.631,0,0,0,0,0,12.53,0
Fe+Zr+Th,0,0,0,123.357,0,30.118,0,0,0,0,0,31.04,0
Fe+Zr+Th,0,0,0,35.419,0,17.297,0,0,0,0,0,8.438,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,134.888,10.801,3480.82,0,24.248,0,54.947,0,67.462,22.435
Zr+Hf,0,0,0,0,0,289.707,0,0,0,9.311,0,0,0
Zr+Th,0,0,0,0,0,9.926,0,0,0,0,0,3.892,0
Fe+Y+Zr+Hf+Th+U,0,0,0,22.961,11.911,1367.772,0,0,0,19.877,0,7.291,4.932
Fe+Zr+Th,0,0,0,24.444,0,7.697,0,0,0,0,0,20.601,0
Zr,0,0,0,0,0,6.302,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,23.793,0,93.233,0,0,0,0,0,17.291,0
Fe+Zr+Th,0,0,0,35.535,0,5.533,0,0,0,0,0,9.63,0
Fe+Zr+Ce+Th,0,0,0,37.546,0,80.145,0,21.279,0,0,0,51.007,0
Zr+Hf+Th,0,0,0,0,0,1140.298,0,0,0,23.27,0,6.616,0
Zr+Th,0,0,0,0,0,12.036,0,0,0,0,0,8.058,0
Fe+Zr+Th,0,0,0,54.058,0,20.475,0,0,0,0,0,10.054,0
Zr+Th,0,0,0,0,0,38.999,0,0,0,0,0,31.353,0
Fe+Zr+Th,0,0,0,31.418,0,4.993,0,0,0,0,0,11.115,0
Zr+Th,0,0,0,0,0,11.128,0,0,0,0,0,9.012,0
Zr,0,0,0,0,0,22.096,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.132,0
Fe+Y+Zr+Hf+Th,0,0,0,25.121,14.718,362.286,0,0,0,5.685,0,7.751,0
Zr+Th,0,0,0,0,0,57.648,0,0,0,0,0,4.413,0
46Ti,0,16.471,0,0,0,0,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.115,0
Fe+Y+Zr+Hf+Th+U,0,0,0,71.58,9.157,3332.486,0,0,0,42.268,0,33.102,6.278
Fe+Y+Zr+Ce+Hf+Th,0,0,0,250.222,9.695,1467.691,0,19.575,0,16.688,0,76.771,0
Fe+Zr+Th,0,0,0,355.285,0,16.938,0,0,0,0,0,31.892,0
Al+Fe+Y+Zr+La+Ce+Hf+Th,8.192,0,0,290.104,9.558,558.98,7.664,13.863,0,5.657,0,86.009,0
Zr,0,0,0,0,0,14.27,0,0,0,0,0,0,0
Zr+La+Ce+Th,0,0,0,0,0,13.547,9.847,14.684,0,0,0,13.843,0
Y+Zr+Th,0,0,0,0,21.145,9.001,0,0,0,0,0,5.381,0
Zr,0,0,0,0,0,4.855,0,0,0,0,0,0,0
Fe+Zr+Hf+Th+U,0,0,0,49.186,0,1921.843,0,0,0,27.456,0,10.441,4.353
Th,0,0,0,0,0,0,0,0,0,0,0,8.165,0
Zr+Th,0,0,0,0,0,15.776,0,0,0,0,0,5.401,0
Fe+Zr+La+Ce+Th,0,0,0,43.25,0,88.616,6.896,13.504,0,0,0,14.302,0
Fe+Y+Zr+La+Ce+Th,0,0,0,531.962,8.262,73.774,7.356,10.123,0,0,0,98.918,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.03,0
Fe+Zr+Th,0,0,0,57.137,0,70.604,0,0,0,0,0,13.701,0
Fe,0,0,0,43.845,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,360.76,0,5.916,0,0,0,0,0,12.163,0
Fe+Y+Zr+Ce+Ho+Hf+Th+U,0,0,0,18.222,155.71,18106.544,0,15.941,6.983,387.395,0,84.665,16.809
Zr,0,0,0,0,0,5.217,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.505,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,17.64,0,0,0,0,0,9.646,0
Zr+Hf+Th,0,0,0,0,0,488.377,0,0,0,14.276,0,7.957,0
Fe+Zr+La+Th,0,0,0,69.65,0,150.657,8.478,0,0,0,0,22.533,0
Fe+Zr+Hf,0,0,0,18.255,0,1421.014,0,0,0,30.705,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,17.431,8.723,1047.592,0,0,0,18.402,0,13.75,0
Fe+Zr+Th,0,0,0,46.29,0,6.477,0,0,0,0,0,4.826,0
Zr+Th,0,0,0,0,0,10.443,0,0,0,0,0,5.811,0
Fe+Zr+Th,0,0,0,16.57,0,6.531,0,0,0,0,0,5.428,0
Zr+Hf+Th,0,0,0,0,0,1447.732,0,0,0,46.151,0,17.324,0
Fe,0,0,0,25.78,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,98.357,0,5.449,0,0,0,0,0,23.775,0
Fe+Y+Zr+Hf+Th,0,0,0,18.446,13.306,3574.778,0,0,0,86.885,0,27.602,0
Zr,0,0,0,0,0,15.182,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.102,0,0,0,0,0,0,0
Zr,0,0,0,0,0,40.997,0,0,0,0,0,0,0
Fe,0,0,0,46.241,0,0,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,9.061,0,0,0,0,0,6.605,0
Fe+Th,0,0,0,21.018,0,0,0,0,0,0,0,9.226,0
Fe+Zr+Ce+Th,0,0,0,58.403,0,145.001,0,10.302,0,0,0,16.469,0
Fe+Y+Zr+Hf+Th,0,0,0,62.926,8.479,429.049,0,0,0,11.321,0,33.998,0
Fe+Zr+Th,0,0,0,33.367,0,64.014,0,0,0,0,0,22.783,0
Zr+Ce+Hf+Th,0,0,0,0,0,436.133,0,6.558,0,11.619,0,4.74,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.909,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.728,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,111.862,47.116,7039.852,28.629,34.882,0,114.641,0,39.169,7.993
Fe+Zr,0,0,0,54.091,0,7.479,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.123,0,0,0,0,0,0,0
Fe+Th,0,0,0,22.229,0,0,0,0,0,0,0,8.258,0
Fe+Zr+Th,0,0,0,170.727,0,19.487,0,0,0,0,0,23.34,0
Fe+Zr+La+Th,0,0,0,187.245,0,203.467,6.575,0,0,0,0,28.076,0
Zr+Th,0,0,0,0,0,5.409,0,0,0,0,0,3.719,0
Fe+Zr+Ce+Hf+Th,0,0,0,166.363,0,263.393,0,6.153,0,4.893,0,33.46,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,158.103,19.587,190.014,12.798,32.115,0,9.666,0,165.061,0
Zr+Th,0,0,0,0,0,78.437,0,0,0,0,0,4.321,0
Fe+Zr+Hf+Th,0,0,0,40.087,0,321.4,0,0,0,11.247,0,10.699,0
Fe+Y+Zr+Th,0,0,0,40.964,9.317,125.466,0,0,0,0,0,20.792,0
Th,0,0,0,0,0,0,0,0,0,0,0,10.936,0
Fe,0,0,0,81.391,0,0,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,9.01,14.327,0,0,0,0,0,6.809,0
Zr,0,0,0,0,0,11.553,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,61.813,0,0,0,0,0,4.64,0
Fe+Zr+Th,0,0,0,36.774,0,22.626,0,0,0,0,0,9.159,0
Fe+Zr+Th,0,0,0,44.528,0,265.724,0,0,0,0,0,12.606,0
Zr,0,0,0,0,0,7.623,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,21.297,0,46.133,0,0,0,0,0,24.441,0
Fe,0,0,0,19.337,0,0,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.176,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,30.872,0,77.544,0,0,0,0,0,16.144,0
Fe,0,0,0,102.176,0,0,0,0,0,0,0,0,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,24.363,85.499,2988.269,0,20.097,0,66.456,0,549.111,26.369
Fe+Zr+Th,0,0,0,16.712,0,15.635,0,0,0,0,0,4.228,0
Fe+Zr+Th,0,0,0,51.137,0,15.991,0,0,0,0,0,19.164,0
Fe+Zr+Th,0,0,0,148.411,0,14.926,0,0,0,0,0,4.498,0
Zr,0,0,0,0,0,22.917,0,0,0,0,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,24.95,8.48,4585.561,0,0,0,47.516,0,19.761,0
Zr,0,0,0,0,0,28.513,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,3.767,0
Zr,0,0,0,0,0,13.629,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,115.385,15.075,3294.516,7.543,31.553,0,10.231,0,35.232,20.774
Zr,0,0,0,0,0,15.233,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,57.255,0,0,0,0,0,13.214,0
Zr,0,0,0,0,0,87.309,0,0,0,0,0,0,0
Fe+Zr,0,0,0,15.962,0,67.467,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,1898.772,0,45.346,0,0,0,0,0,52.347,0
Fe+Y+Zr+Ce+Th+U,0,0,0,416.113,74.499,111.466,0,17.396,0,0,0,1255.749,14.601
Fe+Zr+Ce,0,0,0,163.425,0,6.074,0,438.335,0,0,0,0,0
Y+Zr+Hf+Th,0,0,0,0,10.575,266.663,0,0,0,7.332,0,28.754,0
Fe+Th,0,0,0,55.893,0,0,0,0,0,0,0,3.81,0
Zr+Hf,0,0,0,0,0,685.46,0,0,0,8.927,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,263.378,51.543,1898.763,32.862,104.606,0,18.585,0,232.945,25.448
Fe+Zr+Ce+Hf+Th,0,0,0,97.757,0,1127.306,0,11.11,0,10.625,0,48.859,0
Zr+Hf+Th,0,0,0,0,0,1283.655,0,0,0,11.893,0,11.387,0
Fe+Zr,0,0,0,17.421,0,7.423,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,192.518,9.4,1309.934,7.426,12.924,0,26.28,0,53.952,0
Zr+Th,0,0,0,0,0,6.201,0,0,0,0,0,5.082,0
Zr,0,0,0,0,0,19.465,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,249.91,0,256.056,0,0,0,5.319,0,28.055,0
Fe+Zr+Th,0,0,0,38.369,0,54.543,0,0,0,0,0,26.951,0
Y+Zr+La+Ce+Th,0,0,0,0,21.913,9.249,39.309,28.514,0,0,0,22.007,0
Fe+Zr+Th,0,0,0,47.902,0,20.987,0,0,0,0,0,16.262,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,121.983,12.962,707.929,20.428,32.654,0,19.895,0,102.52,0
Zr+Th+U,0,0,0,0,0,56.997,0,0,0,0,0,8.088,4.146
Al+Fe+Th,10.737,0,0,258.583,0,0,0,0,0,0,0,16.367,0
Zr+Ce+Hf+Th,0,0,0,0,0,599.612,0,6.532,0,9.741,0,7.523,0
Fe+Zr+Th,0,0,0,17.127,0,14.9,0,0,0,0,0,8.022,0
Fe+Y+Zr+La+Th,0,0,0,46.528,8.008,20.599,6.958,0,0,0,0,16.795,0
Zr+Hf+Th,0,0,0,0,0,316.979,0,0,0,5.693,0,10.978,0
Zr+Th,0,0,0,0,0,42.919,0,0,0,0,0,5.761,0
Fe+Zr+Hf+Th,0,0,0,17.397,0,1131.884,0,0,0,31.51,0,17.775,0
Fe+Zr+Th,0,0,0,19.072,0,30.178,0,0,0,0,0,12.714,0
Y+Zr+Ce+Hf+Th+U,0,0,0,0,52.301,14876.181,0,6.737,0,433.572,0,28.923,122.214
Fe+Zr+Th,0,0,0,69.411,0,32.437,0,0,0,0,0,5.737,0
Fe+Zr+Hf+Th,0,0,0,64.072,0,552.733,0,0,0,7.755,0,15.616,0
Fe+Th,0,0,0,16.375,0,0,0,0,0,0,0,14.12,0
Zr+Th,0,0,0,0,0,11.92,0,0,0,0,0,10.279,0
Zr+Th,0,0,0,0,0,11.555,0,0,0,0,0,5.426,0
Fe+Y+Zr+Ce+Th+U,0,0,0,49.142,10.872,70.45,0,10.777,0,0,0,142.763,4.432
Fe+Zr+Hf+Th,0,0,0,84.395,0,246.99,0,0,0,5.251,0,24.629,0
Al+Fe+Y+Zr+Th,8.033,0,0,256.878,6.312,37.373,0,0,0,0,0,10.87,0
Fe+Zr+La+Ce+Th,0,0,0,96.33,0,45.062,14.495,23.935,0,0,0,5.963,0
Fe+Zr+Ce+Th,0,0,0,140.631,0,43.401,0,7.472,0,0,0,13.954,0
Al+Fe+Y+Zr+La+Ce+Hf+Pb+Th+U,14.242,0,0,432.098,15.866,4928.222,118.645,112.959,0,39.064,24.972,41.879,32.902
Fe+Zr+Th,0,0,0,330.527,0,19.433,0,0,0,0,0,30.593,0
Zr+Th,0,0,0,0,0,45.117,0,0,0,0,0,7.527,0
Al,11.705,0,0,0,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,80.542,0,27.448,0,0,0,0,0,10.074,0
Zr+Hf+Th,0,0,0,0,0,686.511,0,0,0,8.427,0,11.045,0
Zr,0,0,0,0,0,5.436,0,0,0,0,0,0,0
Zr,0,0,0,0,0,62.02,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,6.723,37.173,0,0,0,0,0,19.357,0
Zr,0,0,0,0,0,262.38,0,0,0,0,0,0,0
Zr,0,0,0,0,0,26.019,0,0,0,0,0,0,0
46Ti,0,13.925,0,0,0,0,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.685,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,40.98,88.95,0,0,0,0,0,191.795,0
Fe+Zr+Th,0,0,0,255.763,0,42.451,0,0,0,0,0,12.127,0
Zr+Hf+Th,0,0,0,0,0,357.919,0,0,0,5.065,0,3.954,0
Fe,0,0,0,79.86,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,35.845,0,23.332,0,0,0,0,0,9.397,0
Fe+Zr+Th,0,0,0,462.07,0,61.013,0,0,0,0,0,21.758,0
Zr,0,0,0,0,0,9.991,0,0,0,0,0,0,0
Fe+Zr+La+Ce+Th,0,0,0,160.518,0,132.999,8.076,12.205,0,0,0,24.555,0
Zr+Hf+Th,0,0,0,0,0,469.336,0,0,0,14.502,0,12.957,0
Zr,0,0,0,0,0,118.346,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,148.524,0,116.709,0,0,0,0,0,12.254,0
Fe+Zr+Th,0,0,0,122.409,0,8.3,0,0,0,0,0,5.122,0
Fe,0,0,0,32.9,0,0,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.596,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,53.954,0,0,0,0,0,5.029,0
Zr+Hf+Th,0,0,0,0,0,210.028,0,0,0,7.117,0,6.619,0
Zr+Th,0,0,0,0,0,12.093,0,0,0,0,0,5.035,0
Zr,0,0,0,0,0,6.915,0,0,0,0,0,0,0
Y+Zr+Hf+Th+U,0,0,0,0,17.978,1546.173,0,0,0,30.611,0,25.549,8.078
Fe+Zr+Hf+Th,0,0,0,25.707,0,526.338,0,0,0,5.069,0,14.564,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.288,0
Fe+Zr+Hf+Th,0,0,0,29.889,0,1190.485,0,0,0,40.672,0,4.488,0
Fe,0,0,0,24.739,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,69.597,0,43.901,0,0,0,0,0,37.622,0
Fe,0,0,0,35.572,0,0,0,0,0,0,0,0,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,19.537,30.577,2000.443,0,13.032,0,71.603,0,63.872,17.237
Zr+Th,0,0,0,0,0,5.322,0,0,0,0,0,11.738,0
Zr+Th,0,0,0,0,0,31.153,0,0,0,0,0,5.113,0
Zr,0,0,0,0,0,149.314,0,0,0,0,0,0,0
Fe+Zr,0,0,0,23.542,0,36.507,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,6.246,25.298,0,0,0,0,0,4.995,0
Zr+Th,0,0,0,0,0,232.021,0,0,0,0,0,14.302,0
Fe+Zr,0,0,0,25.044,0,237.925,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,13.736,0,0,0,0,0,16.848,0
Fe+Zr+Th,0,0,0,19.486,0,125.822,0,0,0,0,0,13.409,0
Zr+Th,0,0,0,0,0,16.967,0,0,0,0,0,20.098,0
Zr,0,0,0,0,0,5.102,0,0,0,0,0,0,0
Fe+Zr+La+Hf+Th+U,0,0,0,31.431,0,1342.58,6.121,0,0,27.812,0,12.759,5.248
Fe+Zr+Th,0,0,0,24.188,0,249.678,0,0,0,0,0,19.849,0
Fe+Zr+Th,0,0,0,18.183,0,8.762,0,0,0,0,0,4.254,0
Fe+Zr+La+Ce+Th,0,0,0,143.849,0,147.273,10.912,7.504,0,0,0,24.291,0
Fe+Y+Zr+Th,0,0,0,157.813,6.436,27.767,0,0,0,0,0,24.816,0
Zr+Th,0,0,0,0,0,6.063,0,0,0,0,0,4.915,0
Zr,0,0,0,0,0,6.751,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.515,0,0,0,0,0,0,0
Fe+Th,0,0,0,22.111,0,0,0,0,0,0,0,4.001,0
Zr+Th,0,0,0,0,0,10.837,0,0,0,0,0,11.204,0
Fe+Zr+Hf,0,0,0,23.718,0,590.467,0,0,0,12.215,0,0,0
Zr+Th,0,0,0,0,0,9.695,0,0,0,0,0,16.165,0
Th,0,0,0,0,0,0,0,0,0,0,0,16.646,0
Zr,0,0,0,0,0,8.07,0,0,0,0,0,0,0
Zr,0,0,0,0,0,62.304,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.254,0,0,0,0,0,0,0
Zr+Hf+Th+U,0,0,0,0,0,1584.823,0,0,0,44.621,0,13.9,13.824
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,228.606,23.619,5356.163,21.508,47.325,0,66.524,0,248.778,56.951
Y+Zr+Ce+Hf+Th+U,0,0,0,0,47.219,7469.213,0,8.073,0,200.609,0,79.873,12.756
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,85.83,42.126,5112.416,0,9.764,0,123.908,0,59.077,10.939
Fe+Zr+Th,0,0,0,72.866,0,31.958,0,0,0,0,0,10.242,0
Zr+Hf,0,0,0,0,0,327.884,0,0,0,9.011,0,0,0
Zr+Hf+Th,0,0,0,0,0,646.527,0,0,0,8.153,0,6.035,0
Fe+Zr+Ce+Th,0,0,0,23.229,0,11.393,0,9.421,0,0,0,4.528,0
Zr,0,0,0,0,0,11.733,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,1933.811,0,0,0,9.47,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,40.774,7.821,1544.663,0,0,0,25.148,0,7.679,0
Fe+Zr+Th,0,0,0,29.977,0,4.762,0,0,0,0,0,6.283,0
Fe+Y+Zr+Th,0,0,0,51.209,30.711,13.24,0,0,0,0,0,6.971,0
Zr+Th,0,0,0,0,0,60.496,0,0,0,0,0,5.178,0
Fe+Zr+Th,0,0,0,69.772,0,168.695,0,0,0,0,0,17.995,0
Zr,0,0,0,0,0,21.62,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,19.211,0,0,0,0,0,4.136,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,28.162,7.469,2375.527,0,7.862,0,11.558,0,21.692,5.294
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,190.245,8.628,254.771,5.696,15.491,0,7.504,0,27.54,0
Zr+Th,0,0,0,0,0,8.996,0,0,0,0,0,3.843,0
Fe+Zr+Th,0,0,0,28.35,0,8.762,0,0,0,0,0,11.048,0
Zr+Hf+Th,0,0,0,0,0,342.304,0,0,0,5.27,0,11.769,0
Fe+Zr+Th,0,0,0,33.102,0,25.575,0,0,0,0,0,15.965,0
Fe+Y+Zr+Ce+Hf+Th,0,0,0,154.435,8.734,382.63,0,7.922,0,7.688,0,69.313,0
Zr,0,0,0,0,0,7.894,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,66.729,29.843,253.107,6.536,13.571,0,14.686,0,18.002,0
Fe+Zr+Th,0,0,0,71.29,0,39.076,0,0,0,0,0,22.549,0
46Ti,0,13.345,0,0,0,0,0,0,0,0,0,0,0
Zr,0,0,0,0,0,174.022,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,8.197,0,0,0,0,0,8.734,0
Fe+Zr+Th,0,0,0,160.516,0,210.214,0,0,0,0,0,20.698,0
Fe+Zr+Th,0,0,0,44.761,0,42.556,0,0,0,0,0,8.836,0
Fe+Th,0,0,0,39.019,0,0,0,0,0,0,0,8.065,0
Zr+Th,0,0,0,0,0,86.902,0,0,0,0,0,12.361,0
Fe+Zr+Th,0,0,0,25.749,0,18.389,0,0,0,0,0,19.424,0
Fe+Zr+Th,0,0,0,39.706,0,30.972,0,0,0,0,0,14.137,0
Zr,0,0,0,0,0,14.971,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.02,0,0,0,0,0,0,0
Fe,0,0,0,22.37,0,0,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,25.445,0,274.227,0,0,0,6.512,0,5.459,0
Fe,0,0,0,62.133,0,0,0,0,0,0,0,0,0
Fe,0,0,0,25.196,0,0,0,0,0,0,0,0,0
Fe,0,0,0,17.405,0,0,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,18.874,0,0,0,0,0,49.718,0
Th,0,0,0,0,0,0,0,0,0,0,0,9.417,0
Fe+Th,0,0,0,17.966,0,0,0,0,0,0,0,4.45,0
Zr+Hf,0,0,0,0,0,1224.648,0,0,0,18.225,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,3.949,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.54,0
Fe,0,0,0,88.253,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,21.139,0,23.578,0,0,0,0,0,5.385,0
Fe+Zr+Th,0,0,0,17.826,0,17.494,0,0,0,0,0,15.384,0
Zr,0,0,0,0,0,118.954,0,0,0,0,0,0,0
Zr+Ce+Th,0,0,0,0,0,32.026,0,6.623,0,0,0,34.048,0
Al+Fe+Zr+Th,14.793,0,0,44.292,0,9.899,0,0,0,0,0,14.704,0
Zr+Hf,0,0,0,0,0,1025.105,0,0,0,28.403,0,0,0
Zr,0,0,0,0,0,14.934,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,42.478,0,0,0,0,0,10.045,0
Fe+Zr+La+Th,0,0,0,97.561,0,68.534,5.662,0,0,0,0,13.483,0
Zr+Th,0,0,0,0,0,132.545,0,0,0,0,0,5.865,0
Fe+Th,0,0,0,16.119,0,0,0,0,0,0,0,3.903,0
Zr,0,0,0,0,0,24.596,0,0,0,0,0,0,0
La+Ce,0,0,0,0,0,0,25.357,83.651,0,0,0,0,0
Zr+Hf+Th,0,0,0,0,0,251.716,0,0,0,6.541,0,4.497,0
Zr+Hf+Th,0,0,0,0,0,245.053,0,0,0,4.831,0,4.984,0
Fe+Zr+La+Hf+Th,0,0,0,36.315,0,286.654,5.737,0,0,15.253,0,20.203,0
Zr,0,0,0,0,0,12.391,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.892,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,32.246,0,20.478,0,0,0,0,0,14.163,0
Fe+Y+Zr+Th,0,0,0,143.327,44.582,35.604,0,0,0,0,0,13.409,0
Fe+Y+Zr+Th,0,0,0,16.878,6.422,41.029,0,0,0,0,0,87.333,0
Fe+Y+Zr+Hf+U,0,0,0,72.342,6.203,3070.919,0,0,0,87.492,0,0,14.67
Th,0,0,0,0,0,0,0,0,0,0,0,16.846,0
Fe+Zr+Th,0,0,0,33.19,0,6.14,0,0,0,0,0,4.714,0
Fe+Y+Zr+Hf+Th,0,0,0,31.211,28.98,2806.175,0,0,0,47.373,0,31.412,0
Zr+Th,0,0,0,0,0,27.643,0,0,0,0,0,15.208,0
